id_str,ra,dec,z,anillos,dataset,ring_class,ring_class_0,ring_class_1,ring_class_2,ring_class_3,inner_ring,outer_ring,file_loc,file_rel,validation_status
manga-11758-3701,200.971919902,51.4352347109,0.025322892,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11758-3701_0.fits,Images/manga-11758-3701_0.fits,ok
manga-11759-12701,145.258629726,1.2915435748,0.14797664,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11759-12701_0.fits,Images/manga-11759-12701_0.fits,ok
manga-11759-12704,146.108151317,1.42935321693,0.121581994,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11759-12704_0.fits,Images/manga-11759-12704_0.fits,ok
manga-11760-1901,192.276418404,50.3358917263,0.02007114,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11760-1901_0.fits,Images/manga-11760-1901_0.fits,ok
manga-11760-9101,192.415730751,49.4471149972,0.038748458,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11760-9101_0.fits,Images/manga-11760-9101_0.fits,ok
manga-11824-9101,222.977407327,5.32618251026,0.028118216,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11824-9101_0.fits,Images/manga-11824-9101_0.fits,ok
manga-11827-1902,214.930148646,49.2366458158,0.02552837,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11827-1902_0.fits,Images/manga-11827-1902_0.fits,ok
manga-11828-1902,163.257885827,3.68027221803,0.051582042,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11828-1902_0.fits,Images/manga-11828-1902_0.fits,ok
manga-11830-6103,198.608693632,50.9791687626,0.02970885,12,manga,3,0.0,0.0,0.0,1.0,1,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11830-6103_0.fits,Images/manga-11830-6103_0.fits,ok
manga-11831-12701,194.10533937,52.2958868332,0.037519723,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11831-12701_0.fits,Images/manga-11831-12701_0.fits,ok
manga-11831-12702,195.668427838,51.7789409671,0.053932015,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11831-12702_0.fits,Images/manga-11831-12702_0.fits,ok
manga-11831-12703,194.6599229,53.4100047118,0.029384013,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11831-12703_0.fits,Images/manga-11831-12703_0.fits,ok
manga-11831-3704,196.545558809,52.110895055,0.025954017,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11831-3704_0.fits,Images/manga-11831-3704_0.fits,ok
manga-11831-6101,195.23277669,50.8673394378,0.04569107,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11831-6101_0.fits,Images/manga-11831-6101_0.fits,ok
manga-11832-9101,187.741762957,51.3441438592,0.04405376,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11832-9101_0.fits,Images/manga-11832-9101_0.fits,ok
manga-11833-1901,185.746699549,51.2115707009,0.03049273,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11833-1901_0.fits,Images/manga-11833-1901_0.fits,ok
manga-11833-1902,185.305949115,49.4748516825,0.045446344,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11833-1902_0.fits,Images/manga-11833-1902_0.fits,ok
manga-11834-9101,223.045983798,-0.256094906365,0.04321273,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11834-9101_0.fits,Images/manga-11834-9101_0.fits,ok
manga-11835-3702,220.275600667,3.66113131831,0.026315406,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11835-3702_0.fits,Images/manga-11835-3702_0.fits,ok
manga-11835-6102,219.008411091,2.85162512881,0.028771218,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11835-6102_0.fits,Images/manga-11835-6102_0.fits,ok
manga-11863-12702,191.092126733,56.0178958509,0.06381186,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11863-12702_0.fits,Images/manga-11863-12702_0.fits,ok
manga-11863-12704,193.877376645,55.210714099,0.032077964,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11863-12704_0.fits,Images/manga-11863-12704_0.fits,ok
manga-11863-12705,192.243297651,55.0355148006,0.08264355,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11863-12705_0.fits,Images/manga-11863-12705_0.fits,ok
manga-11865-12701,156.388927588,2.31769645391,0.06360092,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11865-12701_0.fits,Images/manga-11865-12701_0.fits,ok
manga-11865-12704,156.781562867,1.49292097126,0.03275921,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11865-12704_0.fits,Images/manga-11865-12704_0.fits,ok
manga-11865-6101,156.783920214,0.965639216093,0.034438338,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11865-6101_0.fits,Images/manga-11865-6101_0.fits,ok
manga-11866-3702,149.205823259,1.12050728919,0.04704995,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11866-3702_0.fits,Images/manga-11866-3702_0.fits,ok
manga-11868-12703,248.737058299,25.692594856,0.043585423,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11868-12703_0.fits,Images/manga-11868-12703_0.fits,ok
manga-11868-6102,249.514139199,25.3027493499,0.036565352,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11868-6102_0.fits,Images/manga-11868-6102_0.fits,ok
manga-11871-12702,193.00153167,26.1591577126,0.020590598,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11871-12702_0.fits,Images/manga-11871-12702_0.fits,ok
manga-11871-12703,194.556542486,26.426853598,0.069039315,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11871-12703_0.fits,Images/manga-11871-12703_0.fits,ok
manga-11872-12702,177.528404347,53.4198357093,0.060298257,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11872-12702_0.fits,Images/manga-11872-12702_0.fits,ok
manga-11872-6102,179.222946046,52.5471547263,0.051022295,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11872-6102_0.fits,Images/manga-11872-6102_0.fits,ok
manga-11872-9102,181.788472261,53.6714800591,0.058925904,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11872-9102_0.fits,Images/manga-11872-9102_0.fits,ok
manga-11939-3701,193.753489134,27.4833809056,0.023214879,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11939-3701_0.fits,Images/manga-11939-3701_0.fits,ok
manga-11939-6103,194.294817823,27.4049167636,0.020677704,12,manga,3,0.0,0.0,0.0,1.0,1,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11939-6103_0.fits,Images/manga-11939-6103_0.fits,ok
manga-11940-12701,247.66197183,35.0564096875,0.030959638,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11940-12701_0.fits,Images/manga-11940-12701_0.fits,ok
manga-11941-12702,247.104082954,41.1684537291,0.03299246,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11941-12702_0.fits,Images/manga-11941-12702_0.fits,ok
manga-11941-12704,247.611868226,41.4839513341,0.029864235,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11941-12704_0.fits,Images/manga-11941-12704_0.fits,ok
manga-11941-3703,247.073512364,40.9670086222,0.029082488,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11941-3703_0.fits,Images/manga-11941-3703_0.fits,ok
manga-11941-6103,247.089894816,40.9067946391,0.03369584,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11941-6103_0.fits,Images/manga-11941-6103_0.fits,ok
manga-11944-12701,241.892588201,36.484048963,0.029826827,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11944-12701_0.fits,Images/manga-11944-12701_0.fits,ok
manga-11944-12704,243.256777222,37.2874747153,0.06949385,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11944-12704_0.fits,Images/manga-11944-12704_0.fits,ok
manga-11945-3702,252.817384664,39.8523265147,0.03380102,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11945-3702_0.fits,Images/manga-11945-3702_0.fits,ok
manga-11945-6104,254.361475678,40.7356215346,0.028986778,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11945-6104_0.fits,Images/manga-11945-6104_0.fits,ok
manga-11946-6102,250.026945635,37.191323344,0.03031738,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11946-6102_0.fits,Images/manga-11946-6102_0.fits,ok
manga-11947-12704,252.289915947,36.2238377918,0.030973217,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11947-12704_0.fits,Images/manga-11947-12704_0.fits,ok
manga-11948-12703,250.094563226,33.679745815,0.030861193,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11948-12703_0.fits,Images/manga-11948-12703_0.fits,ok
manga-11948-1902,251.417369457,32.0912623718,0.037738986,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11948-1902_0.fits,Images/manga-11948-1902_0.fits,ok
manga-11949-3701,251.222868491,34.1754945172,0.12302918,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11949-3701_0.fits,Images/manga-11949-3701_0.fits,ok
manga-11950-6101,252.130886432,29.2474689784,0.035758667,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11950-6101_0.fits,Images/manga-11950-6101_0.fits,ok
manga-11951-12702,252.109776971,31.9263427619,0.05430162,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11951-12702_0.fits,Images/manga-11951-12702_0.fits,ok
manga-11952-12703,254.450686503,27.4168481018,0.033823796,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11952-12703_0.fits,Images/manga-11952-12703_0.fits,ok
manga-11953-6104,191.217733524,42.4221950462,0.053630747,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11953-6104_0.fits,Images/manga-11953-6104_0.fits,ok
manga-11955-12703,195.321303378,53.8608374746,0.029873945,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11955-12703_0.fits,Images/manga-11955-12703_0.fits,ok
manga-11956-6103,187.17995213,53.3576933919,0.03658396,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11956-6103_0.fits,Images/manga-11956-6103_0.fits,ok
manga-11957-3704,186.780073597,51.8871267424,0.030194642,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11957-3704_0.fits,Images/manga-11957-3704_0.fits,ok
manga-11958-12702,206.990485595,3.4496278902,0.023361888,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11958-12702_0.fits,Images/manga-11958-12702_0.fits,ok
manga-11960-12704,236.141095932,10.2931523872,0.035258528,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11960-12704_0.fits,Images/manga-11960-12704_0.fits,ok
manga-11960-12705,236.659864322,8.47482951954,0.07018157,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11960-12705_0.fits,Images/manga-11960-12705_0.fits,ok
manga-11960-6103,236.859597491,10.2827048305,0.03496376,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11960-6103_0.fits,Images/manga-11960-6103_0.fits,ok
manga-11963-1902,233.015949638,9.44962232408,0.033191483,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11963-1902_0.fits,Images/manga-11963-1902_0.fits,ok
manga-11963-6101,233.40266786,7.91227283422,0.04277354,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11963-6101_0.fits,Images/manga-11963-6101_0.fits,ok
manga-11965-12705,232.228951575,7.74531876963,0.044636037,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11965-12705_0.fits,Images/manga-11965-12705_0.fits,ok
manga-11965-3702,230.943881691,8.64809118719,0.030087072,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11965-3702_0.fits,Images/manga-11965-3702_0.fits,ok
manga-11965-6102,230.749368142,8.7553894381,0.029871948,12,manga,3,0.0,0.0,0.0,1.0,1,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11965-6102_0.fits,Images/manga-11965-6102_0.fits,ok
manga-11969-3702,228.400825885,8.08577741305,0.03286711,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11969-3702_0.fits,Images/manga-11969-3702_0.fits,ok
manga-11970-12704,225.236180286,11.5174164077,0.031674832,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11970-12704_0.fits,Images/manga-11970-12704_0.fits,ok
manga-11970-6102,224.52598185,10.9545458914,0.04549313,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11970-6102_0.fits,Images/manga-11970-6102_0.fits,ok
manga-11974-12703,238.203465211,10.1865955853,0.093530305,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11974-12703_0.fits,Images/manga-11974-12703_0.fits,ok
manga-11975-9102,252.389698527,26.8478103837,0.055056237,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11975-9102_0.fits,Images/manga-11975-9102_0.fits,ok
manga-11976-3701,241.561797466,18.1828719413,0.03940029,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11976-3701_0.fits,Images/manga-11976-3701_0.fits,ok
manga-11977-12703,255.513304723,25.4164393026,0.031386465,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11977-12703_0.fits,Images/manga-11977-12703_0.fits,ok
manga-11977-1902,253.866104982,25.229841235,0.04702727,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11977-1902_0.fits,Images/manga-11977-1902_0.fits,ok
manga-11977-6102,253.683053684,24.8185626883,0.03557827,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11977-6102_0.fits,Images/manga-11977-6102_0.fits,ok
manga-11978-12703,250.061017879,23.0217568184,0.039785124,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11978-12703_0.fits,Images/manga-11978-12703_0.fits,ok
manga-11979-6101,252.306539828,23.0777602819,0.048409414,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11979-6101_0.fits,Images/manga-11979-6101_0.fits,ok
manga-11979-6104,253.047977644,22.756535597,0.035153735,12,manga,3,0.0,0.0,0.0,1.0,1,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11979-6104_0.fits,Images/manga-11979-6104_0.fits,ok
manga-11979-9101,252.350450207,22.941437199,0.044335015,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11979-9101_0.fits,Images/manga-11979-9101_0.fits,ok
manga-11982-3704,310.552847325,-5.57859070078,0.028545173,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-11982-3704_0.fits,Images/manga-11982-3704_0.fits,ok
manga-12066-3701,327.712234069,-0.847932488132,0.027196975,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12066-3701_0.fits,Images/manga-12066-3701_0.fits,ok
manga-12066-6103,328.246177996,-0.150981657389,0.027650794,12,manga,3,0.0,0.0,0.0,1.0,1,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12066-6103_0.fits,Images/manga-12066-6103_0.fits,ok
manga-12067-12701,331.985834979,0.370159860495,0.056128077,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12067-12701_0.fits,Images/manga-12067-12701_0.fits,ok
manga-12067-12702,332.452246977,0.829313388405,0.08600074,12,manga,3,0.0,0.0,0.0,1.0,1,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12067-12702_0.fits,Images/manga-12067-12702_0.fits,ok
manga-12067-3701,332.02545166,-0.906952857971,0.037916623,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12067-3701_0.fits,Images/manga-12067-3701_0.fits,ok
manga-12067-6104,334.423460443,0.152122915501,0.04507232,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12067-6104_0.fits,Images/manga-12067-6104_0.fits,ok
manga-12069-12704,338.030234824,0.0370669306217,0.038942147,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12069-12704_0.fits,Images/manga-12069-12704_0.fits,ok
manga-12069-12705,340.06834535,-0.336137721563,0.05672755,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12069-12705_0.fits,Images/manga-12069-12705_0.fits,ok
manga-12070-6102,341.005419942,0.752632793197,0.05747048,12,manga,3,0.0,0.0,0.0,1.0,1,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12070-6102_0.fits,Images/manga-12070-6102_0.fits,ok
manga-12070-9102,342.929836046,0.415276453685,0.026041793,12,manga,3,0.0,0.0,0.0,1.0,1,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12070-9102_0.fits,Images/manga-12070-9102_0.fits,ok
manga-12071-3701,346.647274174,-0.421577238109,0.026888033,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12071-3701_0.fits,Images/manga-12071-3701_0.fits,ok
manga-12074-6104,18.6928863257,-0.00109952541905,0.017963503,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12074-6104_0.fits,Images/manga-12074-6104_0.fits,ok
manga-12075-12703,20.8549364792,0.755284336195,0.017370166,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12075-12703_0.fits,Images/manga-12075-12703_0.fits,ok
manga-12078-12702,28.671011,-0.143342,0.01851283,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12078-12702_0.fits,Images/manga-12078-12702_0.fits,ok
manga-12078-12703,29.6705869857,0.529230120747,0.023279563,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12078-12703_0.fits,Images/manga-12078-12703_0.fits,ok
manga-12079-3704,30.4308202323,-1.06981712944,0.043071605,12,manga,3,0.0,0.0,0.0,1.0,1,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12079-3704_0.fits,Images/manga-12079-3704_0.fits,ok
manga-12080-6101,30.8924534523,-1.01684433457,0.041273788,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12080-6101_0.fits,Images/manga-12080-6101_0.fits,ok
manga-12080-6102,30.7371400125,-1.05858336857,0.040561985,12,manga,3,0.0,0.0,0.0,1.0,1,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12080-6102_0.fits,Images/manga-12080-6102_0.fits,ok
manga-12081-6102,31.7199861627,-0.518099725088,0.043344226,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12081-6102_0.fits,Images/manga-12081-6102_0.fits,ok
manga-12082-6104,38.5440261305,-0.00178404760198,0.050217714,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12082-6104_0.fits,Images/manga-12082-6104_0.fits,ok
manga-12083-12703,343.47968208,15.1399851717,0.12744428,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12083-12703_0.fits,Images/manga-12083-12703_0.fits,ok
manga-12085-12703,346.792989432,15.0098486321,0.036407057,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12085-12703_0.fits,Images/manga-12085-12703_0.fits,ok
manga-12087-3701,348.102169548,13.9512873922,0.034115326,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12087-3701_0.fits,Images/manga-12087-3701_0.fits,ok
manga-12088-6101,349.163590003,15.587864686,0.038920924,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12088-6101_0.fits,Images/manga-12088-6101_0.fits,ok
manga-12089-9101,350.861246846,14.1316765073,0.04176776,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12089-9101_0.fits,Images/manga-12089-9101_0.fits,ok
manga-12089-9102,351.99968148,13.8520005476,0.040396553,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12089-9102_0.fits,Images/manga-12089-9102_0.fits,ok
manga-12090-9102,352.758678642,14.9990625909,0.14481752,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12090-9102_0.fits,Images/manga-12090-9102_0.fits,ok
manga-12484-6102,196.420960137,33.1789169229,0.0324317,12,manga,3,0.0,0.0,0.0,1.0,1,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12484-6102_0.fits,Images/manga-12484-6102_0.fits,ok
manga-12484-9101,194.681274403,32.2194061839,0.093759894,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12484-9101_0.fits,Images/manga-12484-9101_0.fits,ok
manga-12485-3702,198.107803345,34.1213417053,0.033685546,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12485-3702_0.fits,Images/manga-12485-3702_0.fits,ok
manga-12487-6104,138.211910325,30.2122585532,0.02170969,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12487-6104_0.fits,Images/manga-12487-6104_0.fits,ok
manga-12489-3701,178.351133347,2.69124916949,0.07002049,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12489-3701_0.fits,Images/manga-12489-3701_0.fits,ok
manga-12489-6102,178.790747708,4.17097504973,0.07344229,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12489-6102_0.fits,Images/manga-12489-6102_0.fits,ok
manga-12491-3703,166.225633773,2.36369340392,0.025244445,12,manga,3,0.0,0.0,0.0,1.0,1,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12491-3703_0.fits,Images/manga-12491-3703_0.fits,ok
manga-12491-6101,165.897590307,3.33744190383,0.05309916,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12491-6101_0.fits,Images/manga-12491-6101_0.fits,ok
manga-12506-6102,218.579238947,3.66438653036,0.033575296,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12506-6102_0.fits,Images/manga-12506-6102_0.fits,ok
manga-12511-3701,133.976155571,0.853060628868,0.052468512,8,manga,2,0.0,0.0,1.0,0.0,0,1,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12511-3701_0.fits,Images/manga-12511-3701_0.fits,ok
manga-12511-3702,134.649946303,1.53043438711,0.106842145,4,manga,1,0.0,1.0,0.0,0.0,1,0,C:\Users\dark_\Downloads\Project_2 - Copy\Images\manga-12511-3702_0.fits,Images/manga-12511-3702_0.fits,ok
